Rank,lemma,Frequency_Score,pos,english_definition,example_vi,example_en
783,nghi,5.36,verb,"doubt, suspect, question",Tôi nghi anh ta nói dối.,I suspect he's lying.
784,ngành,5.36,noun,"branch, sector, industry, major",Anh học ngành gì?,What major are you studying?
785,nàng,5.36,pronoun,"she, her (affectionate, literary)",Nàng cười xinh lắm.,She smiles beautifully.
786,nạn,5.36,noun,"disaster, calamity, suffering",Đây là khu vực hay gặp nạn.,This is an area prone to disasters.
787,thượng,5.36,adjective,"upper, high, superior",Gác thượng có view đẹp lắm.,The attic has a very nice view.
788,trắng,5.36,adjective,white color,Con mèo màu trắng.,The cat is white.
789,đen,5.36,adjective,black color,Tóc cô ấy màu đen.,Her hair is black.
790,đốc,5.36,verb,"supervise, urge, direct",Anh ấy đốc công trình này.,He supervises this construction.
791,ổn,5.36,adjective,"stable, okay, alright",Mọi thứ vẫn ổn chứ?,Is everything still okay?
792,hầu,5.35,verb,"serve, attend, wait on",Cô hầu trà cho khách.,She served tea to the guests.
793,mạch,5.35,noun,"pulse, vein, circuit",Bác sĩ bắt mạch cho bệnh nhân.,The doctor took the patient's pulse.
794,sợ,5.35,verb,"to fear, be afraid",Tôi sợ ma lắm.,I'm very afraid of ghosts.
795,tộc,5.35,noun,"clan, tribe, ethnic group",Người trong tộc đều biết.,Everyone in the clan knows.
796,xuyên,5.35,verb,"pierce, penetrate, through",Mưa xuyên qua áo.,The rain seeped through the shirt.
797,xếp,5.35,verb,"arrange, fold, stack",Xếp đồ vào vali.,Pack things into the suitcase.
798,binh,5.34,noun,"soldier, troops, military",Anh ấy làm binh.,He serves in the military.
799,bức,5.34,noun,"piece, sheet (classifier)",Tôi có một bức tranh đẹp.,I have a beautiful painting.
800,chồng,5.34,noun,husband,Chồng chị đâu rồi?,Where is your husband?
801,chứa,5.34,verb,"to contain, hold, store",Cái hộp này chứa gì vậy?,What does this box contain?
802,cậu,5.34,pronoun,maternal uncle; you (younger male),Cậu đi đâu đấy?,"Where are you going, dude?"
803,khóa,5.34,verb,to lock,Nhớ khóa cửa cẩn thận nha.,"Remember to lock the door carefully, okay?"
804,lửa,5.34,noun,"fire, flame",Cẩn thận không bỏng lửa nhé.,Be careful not to get burned by the fire.
805,ma,5.34,noun,"ghost, spirit, devil",Nghe nói nhà này có ma.,I heard this house has ghosts.
806,song,5.34,noun,window bars; pair,Có một cái song sắt bị gãy.,One of the iron window bars is broken.
807,suốt,5.34,adverb,"throughout, all the time",Tôi đợi cậu suốt cả buổi.,I waited for you all afternoon.
808,tuyên,5.34,verb,"to declare, announce",Người thắng cuộc đã được tuyên.,The winner has been declared.
809,á,5.34,interjection,"oh, wow (surprise)","Á, cái gì thế kia?","Oh, what's that?"
810,đem,5.34,verb,"to bring, take",Đem cái này ra ngoài hộ tôi.,Please take this outside for me.
811,đỏ,5.34,adjective,red,Cô ấy thích màu đỏ.,She likes the color red.
812,cạnh,5.33,preposition,"next to, beside",Ngồi cạnh tôi đi.,Sit next to me.
813,cầm,5.33,verb,"to hold, grasp",Cầm hộ tôi cái túi này.,Please hold this bag for me.
814,dạy,5.33,verb,"to teach, educate",Cô giáo dạy tiếng Anh.,The teacher teaches English.
815,gốc,5.33,noun,"root, origin; original",Đây là bản gốc của bức thư.,This is the original copy of the letter.
816,hiệp,5.33,noun,"half, round (of a game)",Trận đấu còn một hiệp nữa.,The match has one more half.
817,hôn,5.33,verb,to kiss,Mẹ hôn con trước khi đi ngủ.,Mom kisses her child before bed.
818,ngài,5.33,pronoun,"sir, mister; highly respectful he/she",Xin mời ngài vào.,"Please, sir, come in."
819,ngăn,5.33,verb,"to prevent, stop, block",Ngăn nó lại ngay!,Stop him/it right now!
820,sơ,5.33,adjective,"rudimentary, basic, rough",Kế hoạch này còn sơ quá.,This plan is still too rough/basic.
821,tim,5.33,noun,"heart, ticker",Tim tôi đập mạnh quá.,My heart is beating so fast.
822,trao,5.33,verb,"to give, to hand over",Anh ấy trao quà cho tôi.,He handed the gift to me.
823,âu,5.33,noun,Europe (abbreviation),Tôi thích đi du lịch âu.,I like traveling to Europe.
824,đài,5.33,noun,"radio, platform, station",Bật đài lên nghe nhạc đi.,Turn on the radio to listen to music.
825,cử,5.32,verb,"to appoint, to nominate, to lift",Họ cử anh ấy làm trưởng nhóm.,They appointed him as team leader.
826,dữ,5.32,adjective,"fierce, wild, ferocious, severe",Con chó này dữ lắm.,This dog is very fierce.
827,kẻ,5.32,noun,"person, individual (often negative)",Kẻ trộm đã bị bắt.,The thief was caught.
828,ngờ,5.32,verb,"to suspect, to doubt, unexpected",Anh ấy không ngờ tôi đến.,He didn't expect me to come.
829,niệm,5.32,verb,"to remember, to recite (prayers)",Cô ấy niệm Phật mỗi ngày.,She recites Buddhist prayers every day.
830,nối,5.32,verb,"to connect, to join, to continue",Hai đoạn dây này nối vào nhau.,These two wire segments connect to each other.
831,phúc,5.32,noun,"blessing, happiness, good fortune",Gia đình anh ấy có phúc.,His family has good fortune.
832,quen,5.32,adjective,"familiar, accustomed, to know",Tôi quen anh ấy lâu rồi.,I've known him for a long time.
833,súng,5.32,noun,"gun, firearm",Cấm mang súng vào đây.,Guns are forbidden here.
834,thẳng,5.32,adjective,"straight, frank, directly",Đi thẳng đường này nhé.,Go straight down this road.
835,trạng,5.32,noun,top scholar (historical title),Ngày xưa có nhiều trạng tài giỏi.,"In the past, there were many talented top scholars."
836,tín,5.32,noun,"belief, trust, credit, credibility",Anh ấy rất có tín.,He has a lot of credibility.
837,băng,5.31,verb,"to cross, to traverse",Băng qua đường cẩn thận nhé.,Be careful when crossing the road.
838,chiếu,5.31,verb,"to shine, to project",Mặt trời chiếu sáng khắp nơi.,The sun shines everywhere.
839,cũ,5.31,adjective,"old, used, antique",Cái áo này cũ rồi.,This shirt is old now.
840,cắt,5.31,verb,"to cut, to slice, to trim",Cô ấy cắt tóc ngắn.,She cut her hair short.
841,cục,5.31,noun,"lump, piece, chunk, block",Cầm cục đá này đi.,Hold this rock.
842,dây,5.31,noun,"string, wire, rope, cord",Cái dây này bị đứt rồi.,This string is broken.
843,kính,5.31,noun,"glass, spectacles; respect",Tôi cần mua kính mới.,I need to buy new glasses.
844,lạ,5.31,adjective,"strange, unfamiliar, unusual",Món ăn này lạ quá.,This dish is too strange.
845,nặng,5.31,adjective,"heavy, severe, serious",Cái túi này nặng lắm.,This bag is very heavy.
846,sắp,5.31,adverb,"almost, about to, arrange",Tôi sắp đi làm rồi.,I'm about to go to work.
847,thậm,5.31,adverb,"even, also, extremely",Anh ấy thậm không chào tôi.,He didn't even greet me.
848,trách,5.31,verb,"to blame, to criticize",Đừng có trách tôi!,Don't blame me!
849,b,5.3,informal noun,informal shorthand for 'friend',"B ơi, đi ăn không?","Hey friend, wanna go eat?"
850,bầu,5.3,verb,pregnant; to elect; gourd,Chị ấy đang bầu đấy.,She is pregnant.
851,chờ,5.3,verb,"to wait, to expect",Chờ tôi một lát nhé.,"Wait for me a moment, okay?"
852,hãng,5.3,noun,"company, firm, brand, agency",Hãng này làm tốt lắm.,This company does very well.
853,lựa,5.3,verb,"to choose, to select, to pick",Bạn lựa cái nào?,Which one do you choose?
854,mối,5.3,noun,"termite, relationship, go-between",Họ có mối quan hệ tốt.,They have a good relationship.
855,nga,5.3,proper noun,Russia (country),Anh ấy từ Nga về.,He came back from Russia.
856,núi,5.3,noun,"mountain, hill",Chúng tôi đi leo núi.,We went mountain climbing.
857,phận,5.3,noun,"fate, destiny, lot",Đó là phận của cô ấy.,That is her fate.
858,phối,5.3,verb,"to combine, to mix, to match",Họ phối màu rất đẹp.,They match colors very well.
859,quán,5.3,noun,"shop, store, restaurant, eatery",Quán này bán gì?,What does this shop sell?
860,sâu,5.3,adjective,"deep, profound; worm",Cái giếng này sâu lắm.,This well is very deep.
861,thuyết,5.3,noun,"theory, doctrine, explanation",Anh ấy có thuyết riêng về việc này.,He has his own theory about this.
862,thừa,5.3,adjective,"excess, surplus, leftover",Còn thừa cơm không?,Is there any leftover rice?
863,trương,5.3,verb,"swell, distend, expand",Tay nó bị sưng trương lên.,His hand swelled up.
864,vương,5.3,verb,"cling, get caught, smear",Đừng để nước vương ra ngoài.,Don't let water splash out.
865,đăng,5.3,verb,"post, publish, register",Anh ấy đăng ảnh lên mạng xã hội.,He posted photos on social media.
866,đảm,5.3,verb,"guarantee, undertake, ensure",Tôi đảm bảo là đúng.,I guarantee it's correct.
867,bại,5.29,verb,"fail, lose, be defeated",Kế hoạch này sẽ bại thôi.,This plan will fail.
868,hạng,5.29,noun,"rank, class, category",Anh ấy đạt hạng nhất cuộc thi.,He achieved first place in the competition.
869,khối,5.29,noun,"block, mass, lump",Một khối đá rất to.,A very large block of stone.
870,lao,5.29,verb,"rush, dart, plunge",Con chó lao ra đường.,The dog rushed out onto the road.
871,mãi,5.29,adverb,"forever, continuously, repeatedly",Anh ấy đợi mãi mà không thấy.,He waited forever but didn't see him/it.
872,ngựa,5.29,noun,horse,Anh ấy cưỡi ngựa rất giỏi.,He rides horses very well.
873,nuôi,5.29,verb,"raise, nurture, feed",Cô ấy nuôi một con mèo.,She raises a cat.
874,tai,5.29,noun,ear,Em bé có đôi tai nhỏ.,The baby has small ears.
875,xong,5.29,verb,"finish, complete, done",Tôi làm bài tập xong rồi.,I've finished my homework.
876,ơn,5.29,noun,"favor, gratitude, kindness",Cảm ơn bạn rất nhiều.,Thank you very much.
877,nghiêm,5.28,adjective,"strict, severe, solemn",Quy định này rất nghiêm.,This regulation is very strict.
878,ngắn,5.28,adjective,short (in length/time),Cái váy này hơi ngắn.,This skirt is a bit short.
879,rượu,5.28,noun,"alcohol, liquor, wine",Anh ấy thích uống rượu vang.,He likes drinking wine.
880,tái,5.28,adjective,"rare, undercooked; pale",Tôi thích ăn thịt bò tái.,I like to eat rare beef.
881,vượt,5.28,verb,"to overcome, surpass, cross",Chúng ta phải vượt khó khăn.,We must overcome difficulties.
882,xung,5.28,verb,"to rush, plunge into",Anh ấy xung vào đám đông.,He rushed into the crowd.
883,đổ,5.28,verb,"to pour, spill, collapse",Đừng đổ nước ra sàn.,Don't spill water on the floor.
884,ước,5.28,verb,"to wish, estimate, approximate",Tôi ước mình có tiền.,I wish I had money.
885,chiếm,5.27,verb,"to occupy, capture, take",Họ đã chiếm được thành phố.,They have captured the city.
886,chuyến,5.27,noun,"trip, journey, turn",Chuyến này đi đâu thế?,Where are you going this trip?
887,mại,5.27,noun,"commerce, selling, trade",Hàng mại nên giá cao.,Commercial goods are expensive.
888,nhờ,5.27,verb,"to ask for help, rely on",Tôi nhờ bạn mua đồ.,I asked my friend to buy stuff.
889,thao,5.27,verb,"to operate, handle, practice",Việc này phải thao cẩn thận.,This task must be handled carefully.
890,trì,5.27,verb,"to delay, maintain, hold",Anh ấy hay trì việc.,He often delays tasks.
891,ví,5.27,noun,"wallet; to compare, liken",Tôi để tiền trong ví.,I keep money in my wallet.
892,vốn,5.27,noun,"capital, funds, originally",Anh ấy có vốn lớn.,He has a large capital.
893,vời,5.27,verb,"to call out, beckon; distant",Anh ấy vời tôi lại gần.,He beckoned me closer.
894,cận,5.26,adjective,"near, close, adjacent",Nó ở rất cận đây.,It's very close by.
895,dựa,5.26,verb,"to lean on, rely on",Bạn cứ dựa vào tôi.,Just rely on me.
896,khắc,5.26,verb,"to engrave, carve, overcome",Anh ấy khắc chữ lên đá.,He carved letters onto the stone.
897,làng,5.26,noun,"village, hamlet",Làng tôi rất yên bình.,My village is very peaceful.
898,lắng,5.26,verb,to listen carefully; settle,Cậu ấy lắng nghe tôi nói.,He listened carefully to what I said.
899,mơ,5.26,verb,"to dream, hope; dream",Tôi mơ thấy bạn.,I dreamed of you.
900,mời,5.26,verb,"to invite, offer, ask",Mời bạn vào nhà.,Please come into the house.
901,ngọc,5.26,noun,"Precious stone, jade, pearl",Cô ấy tên là Ngọc.,Her name is Ngoc.
902,nhắc,5.26,verb,"Remind, mention, lift slightly",Mẹ nhắc con đi học.,Mom reminds me to go to school.
903,phù,5.26,verb,"Swell, be swollen",Chân anh ấy bị phù to.,His leg is very swollen.
904,suất,5.26,noun,"Rate, quota, portion, share",Suất ăn trưa hôm nay ngon.,Today's lunch portion is delicious.
905,t,5.26,noun,The letter 't',Chữ t viết hoa là T.,The uppercase letter 't' is T.
906,thiện,5.26,adjective,"Good, kind, benevolent",Anh ấy là người rất thiện.,He is a very kind person.
907,thoát,5.26,verb,"Escape, get rid of, free",Cậu ấy đã thoát khỏi nguy hiểm.,He has escaped danger.
908,truy,5.26,verb,"Pursue, trace, follow",Cảnh sát đang truy tìm tội phạm.,Police are pursuing the criminal.
909,tầng,5.26,noun,"Floor, story, layer, stratum",Nhà tôi ở tầng hai.,My house is on the second floor.
910,tận,5.26,adverb,"To the end, completely, utmost",Anh ấy yêu vợ tận đáy lòng.,He loves his wife to the bottom of his heart.
911,bào,5.25,verb,"Grate, peel, shave",Mẹ đang bào dừa làm chè.,Mom is grating coconut for dessert.
912,cuốn,5.25,noun,"Roll, wrap; volume, book",Cuốn sách này hay lắm.,This book is very good.
913,lái,5.25,verb,"Drive, steer, pilot",Anh ấy lái xe rất giỏi.,He drives very well.
914,ràng,5.25,verb,"Tie, bind, constrain",Họ ràng buộc nhau bằng lời hứa.,They bound each other with a promise.
915,thịt,5.25,noun,"Meat, flesh",Tối nay ăn thịt bò nhé.,Let's eat beef tonight.
916,truyện,5.25,noun,"Story, tale, fiction",Cuốn truyện này rất thú vị.,This storybook is very interesting.
917,tải,5.25,verb,"Load, carry; download",Em tải nhạc về máy rồi.,I've downloaded music to my device.
918,xanh,5.25,adjective,"Green, blue",Chiếc áo này màu xanh lá.,This shirt is green.
919,cháu,5.24,noun,"Grandchild, nephew/niece",Cháu tôi học rất giỏi.,My grandchild studies very well.
920,cà,5.24,verb,"Grind, rub (e.g., feet, object)",Con đừng cà chân vào tường.,Don't rub your feet against the wall.
921,cứng,5.24,adjective,"hard, stiff, firm",Cái bàn này cứng quá.,This table is too hard.
922,john,5.24,proper noun,a male given name,John là bạn tôi.,John is my friend.
923,khúc,5.24,noun,"piece, section, melody",Cho tôi một khúc mía.,Give me a piece of sugarcane.
924,lắm,5.24,adverb,"very, much, a lot",Cái áo này đẹp lắm.,This shirt is very beautiful.
